Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1993","1993","7021","Annual value","USD","631.9","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1995","1995","7021","Annual value","USD","873","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1996","1996","7021","Annual value","USD","884","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1997","1997","7021","Annual value","USD","887.9","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1998","1998","7021","Annual value","USD","628.7","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2003","2003","7021","Annual value","USD","1112.6","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2004","2004","7021","Annual value","USD","1087.6","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2005","2005","7021","Annual value","USD","928.5","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2006","2006","7021","Annual value","USD","970.3","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2007","2007","7021","Annual value","USD","1153.1","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2008","2008","7021","Annual value","USD","1456.5","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2009","2009","7021","Annual value","USD","1588.4","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2010","2010","7021","Annual value","USD","2079.4","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2011","2011","7021","Annual value","USD","2195.9","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2012","2012","7021","Annual value","USD","1949.3","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2013","2013","7021","Annual value","USD","1822.6","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2014","2014","7021","Annual value","USD","1966.7","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2015","2015","7021","Annual value","USD","1742.8","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2016","2016","7021","Annual value","USD","1868.8","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2017","2017","7021","Annual value","USD","1604.9","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2018","2018","7021","Annual value","USD","1507.3","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2019","2019","7021","Annual value","USD","1329.8","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2020","2020","7021","Annual value","USD","1402.2","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2021","2021","7021","Annual value","USD","1465.4","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2022","2022","7021","Annual value","USD","1431","A","Official figure"
"PP","Producer Prices","360","Indonesia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2023","2023","7021","Annual value","USD","1553.5","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1991","1991","7021","Annual value","USD","241.7","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1992","1992","7021","Annual value","USD","314.5","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1993","1993","7021","Annual value","USD","240.5","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1994","1994","7021","Annual value","USD","199.5","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1995","1995","7021","Annual value","USD","239.6","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1996","1996","7021","Annual value","USD","307.3","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1997","1997","7021","Annual value","USD","316.4","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1998","1998","7021","Annual value","USD","344.8","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1999","1999","7021","Annual value","USD","322.8","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2000","2000","7021","Annual value","USD","316.4","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2001","2001","7021","Annual value","USD","317.5","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2002","2002","7021","Annual value","USD","826.3","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2003","2003","7021","Annual value","USD","749.1","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2004","2004","7021","Annual value","USD","964.2","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2005","2005","7021","Annual value","USD","947.4","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2006","2006","7021","Annual value","USD","973.6","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2007","2007","7021","Annual value","USD","1647.7","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2008","2008","7021","Annual value","USD","2006.8","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2009","2009","7021","Annual value","USD","1661.2","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2010","2010","7021","Annual value","USD","1674.5","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2011","2011","7021","Annual value","USD","1886.1","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2012","2012","7021","Annual value","USD","2253.5","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2013","2013","7021","Annual value","USD","1995.2","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2014","2014","7021","Annual value","USD","1802.9","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2015","2015","7021","Annual value","USD","1710.9","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2016","2016","7021","Annual value","USD","2078.4","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2017","2017","7021","Annual value","USD","2031.8","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2018","2018","7021","Annual value","USD","2017.5","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2019","2019","7021","Annual value","USD","2025.3","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2020","2020","7021","Annual value","USD","1896","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2021","2021","7021","Annual value","USD","1790.6","A","Official figure"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2022","2022","7021","Annual value","USD","1794.1","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","388","Jamaica","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2023","2023","7021","Annual value","USD","1839","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1997","1997","7021","Annual value","USD","1610.7","A","Official figure"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1998","1998","7021","Annual value","USD","1470.2","A","Official figure"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1999","1999","7021","Annual value","USD","1145.8","A","Official figure"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2000","2000","7021","Annual value","USD","886.6","A","Official figure"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2001","2001","7021","Annual value","USD","1441.9","A","Official figure"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2002","2002","7021","Annual value","USD","1756.5","A","Official figure"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2004","2004","7021","Annual value","USD","816.4","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2005","2005","7021","Annual value","USD","841.7","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2006","2006","7021","Annual value","USD","4125.5","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2007","2007","7021","Annual value","USD","5894.5","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2008","2008","7021","Annual value","USD","7451.1","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2009","2009","7021","Annual value","USD","9395.6","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2010","2010","7021","Annual value","USD","6221.9","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2011","2011","7021","Annual value","USD","7225.8","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2012","2012","7021","Annual value","USD","6582.4","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2013","2013","7021","Annual value","USD","7008.4","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2014","2014","7021","Annual value","USD","6236.4","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2015","2015","7021","Annual value","USD","4596.9","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2016","2016","7021","Annual value","USD","4226.1","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2017","2017","7021","Annual value","USD","5021.5","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2018","2018","7021","Annual value","USD","4707.8","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2019","2019","7021","Annual value","USD","4248.7","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2020","2020","7021","Annual value","USD","7936.6","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2021","2021","7021","Annual value","USD","7373.4","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2022","2022","7021","Annual value","USD","6419.3","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","450","Madagascar","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2023","2023","7021","Annual value","USD","4765","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1995","1995","7021","Annual value","USD","784.6","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1997","1997","7021","Annual value","USD","821.1","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1998","1998","7021","Annual value","USD","856.2","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1999","1999","7021","Annual value","USD","550","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2000","2000","7021","Annual value","USD","422.4","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2001","2001","7021","Annual value","USD","546.1","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2002","2002","7021","Annual value","USD","894.7","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2003","2003","7021","Annual value","USD","961.8","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2004","2004","7021","Annual value","USD","1036.3","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2005","2005","7021","Annual value","USD","1014.7","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2006","2006","7021","Annual value","USD","1162.9","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2007","2007","7021","Annual value","USD","1598.6","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2008","2008","7021","Annual value","USD","1844.4","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2009","2009","7021","Annual value","USD","2520.4","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2010","2010","7021","Annual value","USD","2239.9","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2011","2011","7021","Annual value","USD","2149.3","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2012","2012","7021","Annual value","USD","2107.9","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2013","2013","7021","Annual value","USD","2003.9","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2014","2014","7021","Annual value","USD","2607.8","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2015","2015","7021","Annual value","USD","2055.8","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2016","2016","7021","Annual value","USD","2017.7","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2017","2017","7021","Annual value","USD","1436.6","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2018","2018","7021","Annual value","USD","1525.6","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2019","2019","7021","Annual value","USD","1719.3","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2020","2020","7021","Annual value","USD","1750.9","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2021","2021","7021","Annual value","USD","1692.6","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2022","2022","7021","Annual value","USD","1661.9","A","Official figure"
"PP","Producer Prices","458","Malaysia","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2023","2023","7021","Annual value","USD","1617","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1991","1991","7021","Annual value","USD","1080.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1992","1992","7021","Annual value","USD","921.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1993","1993","7021","Annual value","USD","919.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1994","1994","7021","Annual value","USD","840","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1995","1995","7021","Annual value","USD","953.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1996","1996","7021","Annual value","USD","1076.3","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1997","1997","7021","Annual value","USD","1236.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1998","1998","7021","Annual value","USD","1243.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1999","1999","7021","Annual value","USD","1183.3","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2000","2000","7021","Annual value","USD","929.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2001","2001","7021","Annual value","USD","892.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2002","2002","7021","Annual value","USD","1465.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2003","2003","7021","Annual value","USD","1568.3","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2004","2004","7021","Annual value","USD","1592.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2005","2005","7021","Annual value","USD","1639.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2006","2006","7021","Annual value","USD","1413.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2007","2007","7021","Annual value","USD","1555","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2008","2008","7021","Annual value","USD","2309.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2009","2009","7021","Annual value","USD","2345","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2010","2010","7021","Annual value","USD","2965.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2011","2011","7021","Annual value","USD","3241.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2012","2012","7021","Annual value","USD","2905.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2013","2013","7021","Annual value","USD","2858.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2014","2014","7021","Annual value","USD","2672.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2015","2015","7021","Annual value","USD","2331.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2016","2016","7021","Annual value","USD","2095.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2017","2017","7021","Annual value","USD","2080.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2018","2018","7021","Annual value","USD","1969.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2019","2019","7021","Annual value","USD","1996.8","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2020","2020","7021","Annual value","USD","1885.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2021","2021","7021","Annual value","USD","2065.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2022","2022","7021","Annual value","USD","2047.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2023","2023","7021","Annual value","USD","2316.5","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1995","1995","7021","Annual value","USD","784","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1996","1996","7021","Annual value","USD","695.8","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1997","1997","7021","Annual value","USD","1150.5","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1998","1998","7021","Annual value","USD","1434.5","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","1999","1999","7021","Annual value","USD","878.5","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2000","2000","7021","Annual value","USD","741.3","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2001","2001","7021","Annual value","USD","785.8","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2002","2002","7021","Annual value","USD","875.4","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2003","2003","7021","Annual value","USD","1386.2","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2004","2004","7021","Annual value","USD","1260.8","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2005","2005","7021","Annual value","USD","1339.8","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2006","2006","7021","Annual value","USD","1276.1","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2007","2007","7021","Annual value","USD","1380.9","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2008","2008","7021","Annual value","USD","1919.1","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2009","2009","7021","Annual value","USD","1769.7","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2010","2010","7021","Annual value","USD","2083.2","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2011","2011","7021","Annual value","USD","2265.6","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2012","2012","7021","Annual value","USD","1900.4","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2013","2013","7021","Annual value","USD","1773.7","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2014","2014","7021","Annual value","USD","1613.5","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2015","2015","7021","Annual value","USD","1642.5","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2016","2016","7021","Annual value","USD","1557.8","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2017","2017","7021","Annual value","USD","1529.4","I","Value 
imputed by a
receiving 
agency"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2018","2018","7021","Annual value","USD","1457.8","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2019","2019","7021","Annual value","USD","1475","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2020","2020","7021","Annual value","USD","1522.4","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2021","2021","7021","Annual value","USD","1567.9","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2022","2022","7021","Annual value","USD","1680.7","A","Official figure"
"PP","Producer Prices","558","Nicaragua","5532","Producer Price (USD/tonne)","01640","Cocoa beans","2023","2023","7021","Annual value","USD","1745","I","Value 
imputed by a
receiving 
agency"
